date,home_team,away_team,venue,weather_temp_c,weather_rain_mm,weather_wind_kmh,weather_humidity_pct,attendance,projected_attendance,venue_length_m,venue_width_m,venue_capacity
2018-06-03,Collingwood,Fremantle,M.C.G.,9.4,0.0,13.1,89,,62014.88,160.0,141.0,100024.0
2018-06-03,Kangaroos,Brisbane Lions,Docklands,9.0,0.0,13.8,90,,32860.0,159.5,128.8,53000.0
2018-06-08,Port Adelaide,Richmond,Adelaide Oval,13.0,3.4,25.6,87,,33170.0,167.0,123.0,53500.0
2018-06-09,Geelong,Kangaroos,Kardinia Park,11.2,0.3,14.2,86,,24800.0,170.0,115.0,40000.0
2018-06-09,St Kilda,Sydney,Docklands,11.1,0.5,11.4,88,,32860.0,159.5,128.8,53000.0
2018-06-09,Greater Western Sydney,Gold Coast,Sydney Showground,12.1,3.6,11.0,88,,14880.0,164.0,128.0,24000.0
2018-06-10,Fremantle,Adelaide,Perth Stadium,15.6,12.5,37.8,77,,37200.0,165.0,130.0,60000.0
2018-06-10,Brisbane Lions,Essendon,Gabba,16.5,0.2,10.1,82,,26040.0,156.0,138.0,42000.0
2018-06-11,Melbourne,Collingwood,M.C.G.,10.5,0.4,23.3,75,,62014.88,160.0,141.0,100024.0
2018-06-14,Port Adelaide,Western Bulldogs,Adelaide Oval,12.9,14.6,39.0,81,,33170.0,167.0,123.0,53500.0
2018-06-15,Sydney,West Coast,S.C.G.,13.1,0.0,28.5,56,,29760.0,155.0,136.0,48000.0
2018-06-16,Hawthorn,Adelaide,M.C.G.,8.4,0.0,26.0,69,,62014.88,160.0,141.0,100024.0
2018-06-16,Carlton,Fremantle,Docklands,8.1,0.0,24.4,69,,32860.0,159.5,128.8,53000.0
2018-06-16,Gold Coast,St Kilda,Carrara,15.3,0.0,11.5,48,,16740.0,159.0,134.0,27000.0
2018-06-17,Geelong,Richmond,M.C.G.,9.9,22.0,39.7,85,,62014.88,160.0,141.0,100024.0
2018-06-21,West Coast,Essendon,Perth Stadium,13.3,0.7,10.6,90,,37200.0,165.0,130.0,60000.0
2018-06-22,Port Adelaide,Melbourne,Adelaide Oval,9.3,0.0,11.7,71,,33170.0,167.0,123.0,53500.0
2018-06-23,Western Bulldogs,Kangaroos,Docklands,9.2,1.2,16.9,81,,32860.0,159.5,128.8,53000.0
2018-06-23,Hawthorn,Gold Coast,York Park,8.9,0.9,17.7,81,,13020.0,175.0,145.0,21000.0
2018-06-23,Brisbane Lions,Greater Western Sydney,Gabba,14.6,0.0,13.5,71,,26040.0,156.0,138.0,42000.0
2018-06-24,Collingwood,Carlton,M.C.G.,10.1,0.1,18.0,78,,62014.88,160.0,141.0,100024.0
2018-06-28,Richmond,Sydney,Docklands,5.6,0.0,8.1,94,,32860.0,159.5,128.8,53000.0
2018-06-29,Western Bulldogs,Geelong,Docklands,9.8,0.0,32.9,79,,32860.0,159.5,128.8,53000.0
2018-06-30,Adelaide,West Coast,Adelaide Oval,10.9,0.2,25.6,66,,33170.0,167.0,123.0,53500.0
2018-06-30,Carlton,Port Adelaide,M.C.G.,9.6,3.5,30.6,79,,62014.88,160.0,141.0,100024.0
2018-06-30,Gold Coast,Collingwood,Carrara,18.2,0.0,11.8,81,,16740.0,159.0,134.0,27000.0
2018-06-30,Greater Western Sydney,Hawthorn,Sydney Showground,10.1,0.0,17.4,71,,14880.0,164.0,128.0,24000.0
2018-07-01,Essendon,Kangaroos,Docklands,7.6,0.0,12.5,80,,32860.0,159.5,128.8,53000.0
2018-07-01,Fremantle,Brisbane Lions,Perth Stadium,15.2,0.0,22.6,61,,37200.0,165.0,130.0,60000.0
2018-07-01,Melbourne,St Kilda,M.C.G.,7.8,0.0,13.2,80,,62014.88,160.0,141.0,100024.0
2018-07-05,Sydney,Geelong,S.C.G.,15.4,0.0,15.1,79,,29760.0,155.0,136.0,48000.0
2018-07-06,Richmond,Adelaide,M.C.G.,12.3,0.5,27.3,64,,62014.88,160.0,141.0,100024.0
2018-07-07,Brisbane Lions,Carlton,Gabba,19.0,4.6,21.6,73,,26040.0,156.0,138.0,42000.0
2018-07-07,Western Bulldogs,Hawthorn,Docklands,9.7,2.4,33.6,70,,32860.0,159.5,128.8,53000.0
2018-07-07,Melbourne,Fremantle,Marrara Oval,25.1,0.0,19.4,73,,8680.0,177.0,145.0,14000.0
2018-07-07,Port Adelaide,St Kilda,Adelaide Oval,12.2,2.9,42.4,63,,33170.0,167.0,123.0,53500.0
2018-07-08,Essendon,Collingwood,M.C.G.,11.2,1.7,26.2,76,,62014.88,160.0,141.0,100024.0
2018-07-08,Kangaroos,Gold Coast,Docklands,11.1,1.2,28.7,75,,32860.0,159.5,128.8,53000.0
2018-07-08,West Coast,Greater Western Sydney,Perth Stadium,12.3,0.0,19.1,74,,37200.0,165.0,130.0,60000.0
2018-07-12,Adelaide,Geelong,Adelaide Oval,11.1,1.0,18.5,81,,33170.0,167.0,123.0,53500.0
2018-07-13,St Kilda,Carlton,Docklands,7.9,0.5,9.4,87,,32860.0,159.5,128.8,53000.0
2018-07-14,Gold Coast,Essendon,Carrara,12.8,0.0,10.7,63,,16740.0,159.0,134.0,27000.0
2018-07-14,Melbourne,Western Bulldogs,M.C.G.,8.2,0.0,16.2,77,,62014.88,160.0,141.0,100024.0
2018-07-14,Hawthorn,Brisbane Lions,York Park,5.2,0.0,11.5,87,,13020.0,175.0,145.0,21000.0
2018-07-14,Greater Western Sydney,Richmond,Sydney Showground,9.2,0.0,17.4,66,,14880.0,164.0,128.0,24000.0
2018-07-15,Collingwood,West Coast,M.C.G.,8.8,0.0,28.2,67,,62014.88,160.0,141.0,100024.0
2018-07-15,Fremantle,Port Adelaide,Perth Stadium,13.2,2.7,25.5,80,,37200.0,165.0,130.0,60000.0
2018-07-15,Kangaroos,Sydney,Docklands,8.5,0.0,28.8,68,,32860.0,159.5,128.8,53000.0
2018-07-20,St Kilda,Richmond,Docklands,8.0,0.7,32.1,77,,32860.0,159.5,128.8,53000.0
2018-07-21,Brisbane Lions,Adelaide,Gabba,12.9,0.0,17.4,55,,26040.0,156.0,138.0,42000.0
2018-07-21,Collingwood,Kangaroos,M.C.G.,8.9,0.1,15.3,75,,62014.88,160.0,141.0,100024.0
2018-07-21,Essendon,Fremantle,Docklands,8.7,0.0,13.7,75,,32860.0,159.5,128.8,53000.0
2018-07-21,Geelong,Melbourne,Kardinia Park,8.1,0.0,19.6,80,,24800.0,170.0,115.0,40000.0
2018-07-21,Sydney,Gold Coast,S.C.G.,11.3,0.0,27.4,54,,29760.0,155.0,136.0,48000.0
2018-07-22,Carlton,Hawthorn,Docklands,9.3,0.0,24.1,66,,32860.0,159.5,128.8,53000.0
2018-07-22,West Coast,Western Bulldogs,Perth Stadium,15.6,7.5,40.4,72,,37200.0,165.0,130.0,60000.0
2018-07-22,Port Adelaide,Greater Western Sydney,Adelaide Oval,12.9,0.0,27.2,51,,33170.0,167.0,123.0,53500.0
2018-07-27,Essendon,Sydney,Docklands,11.8,0.4,24.7,75,,32860.0,159.5,128.8,53000.0
2018-07-28,Adelaide,Melbourne,Adelaide Oval,12.0,1.8,32.0,80,,33170.0,167.0,123.0,53500.0
2018-07-28,Gold Coast,Carlton,Carrara,18.1,0.0,14.5,77,,16740.0,159.0,134.0,27000.0
2018-07-28,Richmond,Collingwood,M.C.G.,12.7,1.2,19.8,72,,62014.88,160.0,141.0,100024.0
2018-07-28,Geelong,Brisbane Lions,Kardinia Park,10.8,2.3,16.5,84,,24800.0,170.0,115.0,40000.0
2018-07-28,Greater Western Sydney,St Kilda,Sydney Showground,11.8,0.0,12.1,63,,14880.0,164.0,128.0,24000.0
2018-07-29,Western Bulldogs,Port Adelaide,Eureka Stadium,6.3,8.3,30.7,94,,6820.0,160.0,130.0,11000.0
2018-07-29,Fremantle,Hawthorn,Perth Stadium,14.2,0.6,23.9,75,,37200.0,165.0,130.0,60000.0
2018-07-29,Kangaroos,West Coast,Bellerive Oval,7.1,11.6,7.6,89,,12400.0,175.0,135.0,20000.0
2018-08-03,Richmond,Geelong,M.C.G.,12.4,5.5,32.0,59,,62014.88,160.0,141.0,100024.0
2018-08-04,Adelaide,Port Adelaide,Adelaide Oval,13.7,0.2,29.0,62,,33170.0,167.0,123.0,53500.0
2018-08-04,Sydney,Collingwood,S.C.G.,13.7,0.1,22.9,52,,29760.0,155.0,136.0,48000.0
2018-08-04,Hawthorn,Essendon,M.C.G.,10.7,0.2,35.8,74,,62014.88,160.0,141.0,100024.0
2018-08-04,St Kilda,Western Bulldogs,Docklands,10.5,0.0,33.1,75,,32860.0,159.5,128.8,53000.0
2018-08-04,Brisbane Lions,Kangaroos,Gabba,17.5,0.0,11.9,72,,26040.0,156.0,138.0,42000.0
2018-08-05,Carlton,Greater Western Sydney,Docklands,12.3,1.0,33.1,57,,32860.0,159.5,128.8,53000.0
2018-08-05,West Coast,Fremantle,Perth Stadium,10.3,0.4,19.3,74,,37200.0,165.0,130.0,60000.0
2018-08-05,Melbourne,Gold Coast,M.C.G.,12.6,0.2,31.7,56,,62014.88,160.0,141.0,100024.0
2018-08-10,Essendon,St Kilda,Docklands,13.6,0.1,37.6,54,,32860.0,159.5,128.8,53000.0
2018-08-11,Greater Western Sydney,Adelaide,Manuka Oval,7.0,4.4,28.9,70,,9300.0,170.0,130.0,15000.0
2018-08-11,Collingwood,Brisbane Lions,Docklands,9.9,10.0,32.0,70,,32860.0,159.5,128.8,53000.0
2018-08-11,Hawthorn,Geelong,M.C.G.,10.0,11.0,31.7,71,,62014.88,160.0,141.0,100024.0
2018-08-11,Port Adelaide,West Coast,Adelaide Oval,9.6,8.4,32.5,74,,33170.0,167.0,123.0,53500.0
2018-08-11,Gold Coast,Richmond,Carrara,17.6,0.0,21.9,66,,16740.0,159.0,134.0,27000.0
2018-08-12,Fremantle,Carlton,Perth Stadium,12.2,0.0,22.4,68,,37200.0,165.0,130.0,60000.0
2018-08-12,Kangaroos,Western Bulldogs,Docklands,8.7,1.0,24.5,71,,32860.0,159.5,128.8,53000.0
2018-08-12,Melbourne,Sydney,M.C.G.,8.9,0.9,25.0,72,,62014.88,160.0,141.0,100024.0
2018-08-17,Richmond,Essendon,M.C.G.,10.2,0.0,30.6,66,,62014.88,160.0,141.0,100024.0
2018-08-18,Collingwood,Port Adelaide,M.C.G.,9.8,3.8,32.4,69,,62014.88,160.0,141.0,100024.0
2018-08-18,Geelong,Fremantle,Kardinia Park,9.1,3.3,42.2,76,,24800.0,170.0,115.0,40000.0
2018-08-18,St Kilda,Hawthorn,Docklands,9.6,3.1,31.7,68,,32860.0,159.5,128.8,53000.0
2018-08-18,Greater Western Sydney,Sydney,Sydney Showground,12.6,0.0,35.7,45,,14880.0,164.0,128.0,24000.0
2018-08-18,Gold Coast,Brisbane Lions,Carrara,16.5,0.0,14.0,57,,16740.0,159.0,134.0,27000.0
2018-08-19,Adelaide,Kangaroos,Adelaide Oval,10.6,0.0,29.0,65,,33170.0,167.0,123.0,53500.0
2018-08-19,Carlton,Western Bulldogs,Docklands,7.9,6.5,33.4,74,,32860.0,159.5,128.8,53000.0
2018-08-19,West Coast,Melbourne,Perth Stadium,15.5,0.0,18.3,64,,37200.0,165.0,130.0,60000.0
2018-08-24,Port Adelaide,Essendon,Adelaide Oval,14.1,0.0,26.6,48,,33170.0,167.0,123.0,53500.0
2018-08-25,Carlton,Adelaide,Docklands,7.8,0.0,11.3,80,,32860.0,159.5,128.8,53000.0
2018-08-25,Fremantle,Collingwood,Perth Stadium,12.3,0.0,16.5,79,,37200.0,165.0,130.0,60000.0
2018-08-25,Richmond,Western Bulldogs,M.C.G.,7.4,0.0,10.4,83,,62014.88,160.0,141.0,100024.0
2018-08-25,Geelong,Gold Coast,Kardinia Park,8.0,0.0,14.8,88,,24800.0,170.0,115.0,40000.0
2018-08-25,Sydney,Hawthorn,S.C.G.,13.9,1.0,17.9,83,,29760.0,155.0,136.0,48000.0
2018-08-26,Melbourne,Greater Western Sydney,M.C.G.,8.7,0.8,23.8,84,,62014.88,160.0,141.0,100024.0
2018-08-26,St Kilda,Kangaroos,Docklands,8.8,0.5,21.3,83,,32860.0,159.5,128.8,53000.0
2018-08-26,Brisbane Lions,West Coast,Gabba,15.0,9.3,11.9,89,,26040.0,156.0,138.0,42000.0
2018-09-06,Richmond,Hawthorn,M.C.G.,15.0,21.6,33.2,65,,62014.88,160.0,141.0,100024.0
2018-09-07,Melbourne,Geelong,M.C.G.,10.0,0.7,12.9,79,,62014.88,160.0,141.0,100024.0
2018-09-08,West Coast,Collingwood,Perth Stadium,14.8,3.0,24.5,82,,37200.0,165.0,130.0,60000.0
2018-09-08,Sydney,Greater Western Sydney,S.C.G.,14.2,1.7,22.8,83,,29760.0,155.0,136.0,48000.0
2018-09-14,Hawthorn,Melbourne,M.C.G.,14.5,0.0,29.0,56,,62014.88,160.0,141.0,100024.0
2018-09-15,Collingwood,Greater Western Sydney,M.C.G.,12.0,3.8,34.9,54,,62014.88,160.0,141.0,100024.0
2018-09-21,Richmond,Collingwood,M.C.G.,12.0,0.0,16.1,75,,62014.88,160.0,141.0,100024.0
2018-09-22,West Coast,Melbourne,Perth Stadium,15.9,0.0,15.1,76,,37200.0,165.0,130.0,60000.0
2018-09-29,West Coast,Collingwood,M.C.G.,9.0,0.4,19.4,74,,62014.88,160.0,141.0,100024.0
2019-03-21,Carlton,Richmond,M.C.G.,20.4,0.1,18.2,85,,62014.88,160.0,141.0,100024.0
2019-03-22,Collingwood,Geelong,M.C.G.,22.9,0.2,14.5,74,,62014.88,160.0,141.0,100024.0
2019-03-23,Adelaide,Hawthorn,Adelaide Oval,21.1,0.1,11.3,76,,33170.0,167.0,123.0,53500.0
2019-03-23,Western Bulldogs,Sydney,Docklands,23.3,0.8,27.8,60,,32860.0,159.5,128.8,53000.0
2019-03-23,Melbourne,Port Adelaide,M.C.G.,22.9,1.3,28.3,62,,62014.88,160.0,141.0,100024.0
2019-03-23,Brisbane Lions,West Coast,Gabba,25.4,0.2,12.9,83,,26040.0,156.0,138.0,42000.0
2019-03-24,Greater Western Sydney,Essendon,Sydney Showground,23.5,4.6,14.4,79,,14880.0,164.0,128.0,24000.0
2019-03-24,Fremantle,Kangaroos,Perth Stadium,20.1,0.0,20.9,48,,37200.0,165.0,130.0,60000.0
2019-03-24,St Kilda,Gold Coast,Docklands,22.4,0.7,32.1,63,,32860.0,159.5,128.8,53000.0
2019-03-28,Richmond,Collingwood,M.C.G.,18.9,0.0,20.9,52,,62014.88,160.0,141.0,100024.0
2019-03-29,Sydney,Adelaide,S.C.G.,21.2,0.0,21.3,78,,29760.0,155.0,136.0,48000.0
2019-03-30,Port Adelaide,Carlton,Adelaide Oval,14.9,0.6,30.9,56,,33170.0,167.0,123.0,53500.0
2019-03-30,Essendon,St Kilda,Docklands,11.4,2.2,28.8,67,,32860.0,159.5,128.8,53000.0
2019-03-30,Geelong,Melbourne,Kardinia Park,11.2,2.6,29.5,70,,24800.0,170.0,115.0,40000.0
2019-03-30,West Coast,Greater Western Sydney,Perth Stadium,22.7,0.0,23.9,34,,37200.0,165.0,130.0,60000.0
2019-03-31,Hawthorn,Western Bulldogs,M.C.G.,14.0,3.2,22.4,76,,62014.88,160.0,141.0,100024.0
2019-03-31,Gold Coast,Fremantle,Carrara,19.4,0.0,14.6,67,,16740.0,159.0,134.0,27000.0
2019-03-31,Kangaroos,Brisbane Lions,Docklands,13.9,2.0,21.1,75,,32860.0,159.5,128.8,53000.0
2019-04-04,Adelaide,Geelong,Adelaide Oval,25.2,0.0,23.8,29,,33170.0,167.0,123.0,53500.0
2019-04-05,Melbourne,Essendon,M.C.G.,21.2,0.0,35.9,58,,62014.88,160.0,141.0,100024.0
2019-04-06,Carlton,Sydney,Docklands,18.6,0.3,34.9,61,,32860.0,159.5,128.8,53000.0
2019-04-06,Collingwood,West Coast,M.C.G.,18.4,0.1,34.9,64,,62014.88,160.0,141.0,100024.0
2019-04-06,Brisbane Lions,Port Adelaide,Gabba,20.7,0.5,10.0,78,,26040.0,156.0,138.0,42000.0
2019-04-06,Greater Western Sydney,Richmond,Sydney Showground,20.7,0.0,13.0,78,,14880.0,164.0,128.0,24000.0
2019-04-07,Western Bulldogs,Gold Coast,Docklands,17.4,0.0,24.7,62,,32860.0,159.5,128.8,53000.0
2019-04-07,Fremantle,St Kilda,Perth Stadium,18.0,0.0,26.4,67,,37200.0,165.0,130.0,60000.0
2019-04-07,Hawthorn,Kangaroos,M.C.G.,17.2,0.0,26.0,64,,62014.88,160.0,141.0,100024.0
2019-04-11,Sydney,Melbourne,S.C.G.,16.3,0.4,13.8,76,,29760.0,155.0,136.0,48000.0
2019-04-12,Collingwood,Western Bulldogs,M.C.G.,13.6,0.0,16.7,68,,62014.88,160.0,141.0,100024.0
2019-04-13,Kangaroos,Adelaide,Docklands,13.3,0.0,14.5,73,,32860.0,159.5,128.8,53000.0
2019-04-13,Essendon,Brisbane Lions,M.C.G.,13.0,0.0,15.0,78,,62014.88,160.0,141.0,100024.0
2019-04-13,West Coast,Fremantle,Perth Stadium,22.2,1.0,24.6,69,,37200.0,165.0,130.0,60000.0
2019-04-13,Geelong,Greater Western Sydney,Kardinia Park,14.1,0.6,16.4,80,,24800.0,170.0,115.0,40000.0
2019-04-13,Port Adelaide,Richmond,Adelaide Oval,18.3,0.0,14.8,40,,33170.0,167.0,123.0,53500.0
2019-04-14,Gold Coast,Carlton,Carrara,20.7,0.7,17.5,70,,16740.0,159.0,134.0,27000.0
2019-04-14,St Kilda,Hawthorn,Docklands,15.7,0.0,12.0,75,,32860.0,159.5,128.8,53000.0
2019-04-18,Brisbane Lions,Collingwood,Gabba,20.3,0.7,14.8,82,,26040.0,156.0,138.0,42000.0
2019-04-19,Kangaroos,Essendon,Docklands,14.7,0.0,11.6,68,,32860.0,159.5,128.8,53000.0
2019-04-19,West Coast,Port Adelaide,Perth Stadium,13.1,12.4,39.0,73,,37200.0,165.0,130.0,60000.0
2019-04-20,Greater Western Sydney,Fremantle,Manuka Oval,17.1,0.0,13.4,77,,9300.0,170.0,130.0,15000.0
2019-04-20,Melbourne,St Kilda,M.C.G.,18.2,0.0,16.3,58,,62014.88,160.0,141.0,100024.0
2019-04-20,Richmond,Sydney,Docklands,18.8,0.0,18.3,52,,32860.0,159.5,128.8,53000.0
2019-04-21,Adelaide,Gold Coast,Adelaide Oval,17.4,2.8,27.6,69,,33170.0,167.0,123.0,53500.0
2019-04-21,Western Bulldogs,Carlton,Docklands,21.4,5.8,26.3,53,,32860.0,159.5,128.8,53000.0
2019-04-22,Hawthorn,Geelong,M.C.G.,15.3,1.2,18.5,74,,62014.88,160.0,141.0,100024.0
2019-04-24,Richmond,Melbourne,M.C.G.,15.5,0.6,16.9,85,,62014.88,160.0,141.0,100024.0
2019-04-25,Essendon,Collingwood,M.C.G.,14.4,0.0,17.3,72,,62014.88,160.0,141.0,100024.0
2019-04-26,Port Adelaide,Kangaroos,Adelaide Oval,16.0,1.2,28.4,65,,33170.0,167.0,123.0,53500.0
2019-04-27,St Kilda,Adelaide,Docklands,11.8,0.0,18.6,61,,32860.0,159.5,128.8,53000.0
2019-04-27,Fremantle,Western Bulldogs,Perth Stadium,20.3,0.0,21.8,42,,37200.0,165.0,130.0,60000.0
2019-04-27,Sydney,Greater Western Sydney,S.C.G.,15.5,0.6,17.2,65,,29760.0,155.0,136.0,48000.0
2019-04-27,Gold Coast,Brisbane Lions,Carrara,21.4,0.0,24.5,75,,16740.0,159.0,134.0,27000.0
2019-04-28,Hawthorn,Carlton,York Park,13.3,0.0,18.9,68,,13020.0,175.0,145.0,21000.0
2019-04-28,Geelong,West Coast,Kardinia Park,14.0,0.1,25.8,71,,24800.0,170.0,115.0,40000.0
2019-05-03,Collingwood,Port Adelaide,Docklands,14.7,0.0,18.6,69,,32860.0,159.5,128.8,53000.0
2019-05-04,Western Bulldogs,Richmond,Docklands,13.0,4.5,26.0,79,,32860.0,159.5,128.8,53000.0
2019-05-04,Melbourne,Hawthorn,M.C.G.,13.3,6.5,27.9,80,,62014.88,160.0,141.0,100024.0
2019-05-04,Greater Western Sydney,St Kilda,Manuka Oval,10.1,0.2,17.4,78,,9300.0,170.0,130.0,15000.0
2019-05-04,Brisbane Lions,Sydney,Gabba,20.0,5.2,15.5,89,,26040.0,156.0,138.0,42000.0
2019-05-04,West Coast,Gold Coast,Perth Stadium,17.8,4.8,21.6,74,,37200.0,165.0,130.0,60000.0
2019-05-05,Adelaide,Fremantle,Adelaide Oval,13.4,0.0,16.6,71,,33170.0,167.0,123.0,53500.0
2019-05-05,Carlton,Kangaroos,Docklands,12.8,2.1,19.6,78,,32860.0,159.5,128.8,53000.0
2019-05-05,Geelong,Essendon,M.C.G.,13.5,0.6,21.7,78,,62014.88,160.0,141.0,100024.0
2019-05-10,Sydney,Essendon,S.C.G.,13.7,2.0,20.2,65,,29760.0,155.0,136.0,48000.0
2019-05-11,Port Adelaide,Adelaide,Adelaide Oval,14.5,2.0,17.4,75,,33170.0,167.0,123.0,53500.0
2019-05-11,Carlton,Collingwood,M.C.G.,12.9,0.1,24.1,71,,62014.88,160.0,141.0,100024.0
2019-05-11,Western Bulldogs,Brisbane Lions,Eureka Stadium,8.2,1.1,13.9,87,,6820.0,160.0,130.0,11000.0
2019-05-11,Gold Coast,Melbourne,Carrara,16.6,1.1,18.5,57,,16740.0,159.0,134.0,27000.0
2019-05-11,St Kilda,West Coast,Docklands,12.5,0.0,20.6,69,,32860.0,159.5,128.8,53000.0
2019-05-12,Fremantle,Richmond,Perth Stadium,15.9,0.0,15.5,63,,37200.0,165.0,130.0,60000.0
2019-05-12,Kangaroos,Geelong,Docklands,12.9,1.4,11.8,80,,32860.0,159.5,128.8,53000.0
2019-05-12,Hawthorn,Greater Western Sydney,M.C.G.,12.9,0.5,13.8,81,,62014.88,160.0,141.0,100024.0
2019-05-17,West Coast,Melbourne,Perth Stadium,10.7,0.0,16.7,68,,37200.0,165.0,130.0,60000.0
2019-05-18,Brisbane Lions,Adelaide,Gabba,18.1,0.2,15.0,83,,26040.0,156.0,138.0,42000.0
2019-05-18,Collingwood,St Kilda,M.C.G.,10.4,0.0,10.8,86,,62014.88,160.0,141.0,100024.0
2019-05-18,Essendon,Fremantle,Docklands,10.4,0.0,10.9,85,,32860.0,159.5,128.8,53000.0
2019-05-18,Geelong,Western Bulldogs,Kardinia Park,10.4,0.0,9.8,88,,24800.0,170.0,115.0,40000.0
2019-05-18,Kangaroos,Sydney,Bellerive Oval,12.6,0.1,10.7,82,,12400.0,175.0,135.0,20000.0
2019-05-19,Greater Western Sydney,Carlton,Sydney Showground,16.0,0.0,12.7,82,,14880.0,164.0,128.0,24000.0
2019-05-19,Richmond,Hawthorn,M.C.G.,13.0,0.0,20.0,78,,62014.88,160.0,141.0,100024.0
2019-05-19,Port Adelaide,Gold Coast,Adelaide Oval,19.1,12.1,29.1,68,,33170.0,167.0,123.0,53500.0
2019-05-24,Sydney,Collingwood,S.C.G.,16.2,0.0,10.8,78,,29760.0,155.0,136.0,48000.0
2019-05-25,Adelaide,West Coast,Adelaide Oval,14.2,13.8,25.5,84,,33170.0,167.0,123.0,53500.0
2019-05-25,Richmond,Essendon,M.C.G.,15.4,6.8,25.7,72,,62014.88,160.0,141.0,100024.0
2019-05-25,Western Bulldogs,Kangaroos,Docklands,15.2,6.3,23.7,72,,32860.0,159.5,128.8,53000.0
2019-05-25,Gold Coast,Geelong,Carrara,18.9,0.0,10.4,78,,16740.0,159.0,134.0,27000.0
2019-05-25,Hawthorn,Port Adelaide,York Park,12.2,1.0,24.8,91,,13020.0,175.0,145.0,21000.0
2019-05-26,St Kilda,Carlton,Docklands,11.2,2.5,29.9,73,,32860.0,159.5,128.8,53000.0
2019-05-26,Fremantle,Brisbane Lions,Perth Stadium,14.5,0.0,17.2,64,,37200.0,165.0,130.0,60000.0
2019-05-26,Melbourne,Greater Western Sydney,M.C.G.,11.5,3.6,31.3,73,,62014.88,160.0,141.0,100024.0
2019-05-31,Kangaroos,Richmond,Docklands,11.9,3.3,22.9,85,,32860.0,159.5,128.8,53000.0
2019-06-01,Melbourne,Adelaide,Marrara Oval,25.3,0.0,27.7,42,,8680.0,177.0,145.0,14000.0
2019-06-01,Collingwood,Fremantle,M.C.G.,12.7,0.4,19.8,80,,62014.88,160.0,141.0,100024.0
2019-06-01,Geelong,Sydney,Kardinia Park,11.7,0.9,15.2,83,,24800.0,170.0,115.0,40000.0
2019-06-01,Brisbane Lions,Hawthorn,Gabba,14.3,0.0,12.8,62,,26040.0,156.0,138.0,42000.0
2019-06-01,Greater Western Sydney,Gold Coast,Sydney Showground,13.2,0.9,21.5,72,,14880.0,164.0,128.0,24000.0
2019-06-02,Essendon,Carlton,M.C.G.,10.3,7.1,23.1,84,,62014.88,160.0,141.0,100024.0
2019-06-02,West Coast,Western Bulldogs,Perth Stadium,15.6,0.0,15.1,38,,37200.0,165.0,130.0,60000.0
2019-06-02,St Kilda,Port Adelaide,Jiangwan Stadium,20.5,0.0,16.1,79,,15500.0,160.0,130.0,25000.0
2019-06-07,Richmond,Geelong,M.C.G.,10.8,0.1,7.5,87,,62014.88,160.0,141.0,100024.0
2019-06-08,Adelaide,Greater Western Sydney,Adelaide Oval,11.8,0.0,18.6,66,,33170.0,167.0,123.0,53500.0
2019-06-08,Carlton,Brisbane Lions,Docklands,10.8,0.0,22.8,79,,32860.0,159.5,128.8,53000.0
2019-06-08,Gold Coast,Kangaroos,Carrara,17.3,2.7,19.7,81,,16740.0,159.0,134.0,27000.0
2019-06-09,Sydney,West Coast,S.C.G.,14.2,0.0,12.3,81,,29760.0,155.0,136.0,48000.0
2019-06-10,Collingwood,Melbourne,M.C.G.,14.3,2.7,33.8,75,,62014.88,160.0,141.0,100024.0
2019-06-13,Adelaide,Richmond,Adelaide Oval,13.4,1.4,21.2,87,,33170.0,167.0,123.0,53500.0
2019-06-14,Essendon,Hawthorn,Docklands,11.9,0.9,20.6,82,,32860.0,159.5,128.8,53000.0
2019-06-15,Carlton,Western Bulldogs,Docklands,10.1,0.2,8.9,85,,32860.0,159.5,128.8,53000.0
2019-06-15,Fremantle,Port Adelaide,Perth Stadium,13.0,0.4,10.9,88,,37200.0,165.0,130.0,60000.0
2019-06-15,Gold Coast,St Kilda,Riverway Stadium,20.2,0.2,13.6,85,,6200.0,165.0,135.0,10000.0
2019-06-16,Kangaroos,Greater Western Sydney,Bellerive Oval,7.3,0.0,9.5,81,,12400.0,175.0,135.0,20000.0
2019-06-20,West Coast,Essendon,Perth Stadium,12.1,0.0,23.0,60,,37200.0,165.0,130.0,60000.0
2019-06-21,Sydney,Hawthorn,S.C.G.,10.2,0.2,21.7,64,,29760.0,155.0,136.0,48000.0
2019-06-22,Melbourne,Fremantle,M.C.G.,8.1,3.4,11.0,88,,62014.88,160.0,141.0,100024.0
2019-06-22,Port Adelaide,Geelong,Adelaide Oval,9.2,0.2,15.1,68,,33170.0,167.0,123.0,53500.0
2019-06-22,St Kilda,Brisbane Lions,Docklands,7.5,6.3,10.3,89,,32860.0,159.5,128.8,53000.0
2019-06-23,Western Bulldogs,Collingwood,Docklands,5.8,0.0,9.7,91,,32860.0,159.5,128.8,53000.0
2019-06-27,Essendon,Greater Western Sydney,Docklands,10.6,0.0,21.6,74,,32860.0,159.5,128.8,53000.0
2019-06-28,Geelong,Adelaide,Kardinia Park,13.1,0.0,24.6,74,,24800.0,170.0,115.0,40000.0
2019-06-29,Collingwood,Kangaroos,Docklands,13.2,18.1,35.8,76,,32860.0,159.5,128.8,53000.0
2019-06-29,Port Adelaide,Western Bulldogs,Adelaide Oval,12.1,24.3,35.7,79,,33170.0,167.0,123.0,53500.0
