date,home_team,away_team,venue,weather_temp_c,weather_rain_mm,weather_wind_kmh,weather_humidity_pct,attendance,projected_attendance,venue_length_m,venue_width_m,venue_capacity
2014-07-11,Adelaide,Hawthorn,Adelaide Oval,11.2,3.1,26.7,89,,33170.0,167.0,123.0,53500.0
2014-07-12,Sydney,Carlton,S.C.G.,11.5,0.4,23.3,61,,29760.0,155.0,136.0,48000.0
2014-07-12,Western Bulldogs,Gold Coast,Cazaly's Stadium,19.0,0.0,15.1,75,,8060.0,164.0,137.0,13000.0
2014-07-12,Melbourne,Geelong,M.C.G.,8.6,5.4,21.6,79,,62014.88,160.0,141.0,100024.0
2014-07-12,Kangaroos,St Kilda,Bellerive Oval,5.7,1.6,22.5,74,,12400.0,175.0,135.0,20000.0
2014-07-12,Brisbane Lions,West Coast,Gabba,13.1,0.0,14.8,43,,26040.0,156.0,138.0,42000.0
2014-07-13,Essendon,Collingwood,M.C.G.,8.6,0.0,14.1,76,,62014.88,160.0,141.0,100024.0
2014-07-13,Fremantle,Greater Western Sydney,Subiaco,12.3,0.0,20.1,66,,26660.0,175.0,122.0,43000.0
2014-07-13,Richmond,Port Adelaide,Docklands,8.5,0.0,14.1,75,,32860.0,159.5,128.8,53000.0
2014-07-18,Carlton,Kangaroos,Docklands,9.2,2.9,31.7,72,,32860.0,159.5,128.8,53000.0
2014-07-19,St Kilda,Fremantle,Docklands,10.1,0.1,15.5,78,,32860.0,159.5,128.8,53000.0
2014-07-19,Greater Western Sydney,Geelong,Sydney Showground,11.5,0.0,28.0,53,,14880.0,164.0,128.0,24000.0
2014-07-20,Western Bulldogs,Essendon,Docklands,8.7,0.0,6.1,87,,32860.0,159.5,128.8,53000.0
2014-07-20,Port Adelaide,Melbourne,Adelaide Oval,9.6,0.0,18.2,77,,33170.0,167.0,123.0,53500.0
2014-07-25,West Coast,Richmond,Subiaco,14.8,0.7,29.3,82,,26660.0,175.0,122.0,43000.0
2014-07-26,Hawthorn,Sydney,M.C.G.,11.2,0.3,15.1,82,,62014.88,160.0,141.0,100024.0
2014-07-26,Brisbane Lions,Gold Coast,Gabba,17.2,1.3,6.3,78,,26040.0,156.0,138.0,42000.0
2014-07-27,Collingwood,Adelaide,M.C.G.,10.4,0.0,21.6,79,,62014.88,160.0,141.0,100024.0
2014-07-31,Fremantle,Carlton,Subiaco,12.4,0.0,27.1,69,,26660.0,175.0,122.0,43000.0
2014-08-01,Sydney,Essendon,S.C.G.,14.7,0.0,25.0,40,,29760.0,155.0,136.0,48000.0
2014-08-02,Adelaide,West Coast,Adelaide Oval,8.6,0.0,10.1,75,,33170.0,167.0,123.0,53500.0
2014-08-02,Kangaroos,Geelong,Docklands,6.9,2.2,18.6,77,,32860.0,159.5,128.8,53000.0
2014-08-02,Richmond,Greater Western Sydney,M.C.G.,7.0,2.2,18.6,79,,62014.88,160.0,141.0,100024.0
2014-08-02,Gold Coast,St Kilda,Carrara,15.3,0.0,16.9,43,,16740.0,159.0,134.0,27000.0
2014-08-03,Collingwood,Port Adelaide,M.C.G.,5.8,0.0,10.1,75,,62014.88,160.0,141.0,100024.0
2014-08-03,Hawthorn,Western Bulldogs,York Park,7.0,0.3,20.7,84,,13020.0,175.0,145.0,21000.0
2014-08-03,Melbourne,Brisbane Lions,Docklands,5.9,0.0,10.1,73,,32860.0,159.5,128.8,53000.0
2014-08-08,Richmond,Essendon,M.C.G.,11.3,0.0,11.9,77,,62014.88,160.0,141.0,100024.0
2014-08-09,Carlton,Gold Coast,Docklands,11.4,0.0,24.6,66,,32860.0,159.5,128.8,53000.0
2014-08-09,Geelong,Fremantle,Kardinia Park,11.7,1.6,21.2,66,,24800.0,170.0,115.0,40000.0
2014-08-09,Hawthorn,Melbourne,M.C.G.,11.4,0.0,24.6,67,,62014.88,160.0,141.0,100024.0
2014-08-09,Greater Western Sydney,Kangaroos,Manuka Oval,3.3,0.0,14.6,86,,9300.0,170.0,130.0,15000.0
2014-08-09,Port Adelaide,Sydney,Adelaide Oval,12.4,0.0,16.9,69,,33170.0,167.0,123.0,53500.0
2014-08-10,Brisbane Lions,Adelaide,Gabba,16.6,0.0,12.4,74,,26040.0,156.0,138.0,42000.0
2014-08-10,West Coast,Collingwood,Subiaco,17.0,0.0,23.9,66,,26660.0,175.0,122.0,43000.0
2014-08-10,St Kilda,Western Bulldogs,Docklands,9.3,3.3,22.9,74,,32860.0,159.5,128.8,53000.0
2014-08-15,Carlton,Geelong,Docklands,8.4,0.0,8.5,85,,32860.0,159.5,128.8,53000.0
2014-08-16,Adelaide,Richmond,Adelaide Oval,10.9,1.3,17.1,82,,33170.0,167.0,123.0,53500.0
2014-08-16,Collingwood,Brisbane Lions,M.C.G.,8.8,0.0,12.6,89,,62014.88,160.0,141.0,100024.0
2014-08-16,Essendon,West Coast,Docklands,8.5,0.0,12.6,89,,32860.0,159.5,128.8,53000.0
2014-08-16,Gold Coast,Port Adelaide,Carrara,16.5,24.9,19.2,82,,16740.0,159.0,134.0,27000.0
2014-08-16,Sydney,St Kilda,S.C.G.,12.7,4.8,10.4,84,,29760.0,155.0,136.0,48000.0
2014-08-17,Kangaroos,Western Bulldogs,Docklands,9.9,0.0,22.5,84,,32860.0,159.5,128.8,53000.0
2014-08-17,Fremantle,Hawthorn,Subiaco,17.6,1.8,32.0,65,,26660.0,175.0,122.0,43000.0
2014-08-17,Melbourne,Greater Western Sydney,M.C.G.,9.9,0.0,22.5,84,,62014.88,160.0,141.0,100024.0
2014-08-22,Port Adelaide,Carlton,Adelaide Oval,14.2,0.0,25.5,58,,33170.0,167.0,123.0,53500.0
2014-08-23,Kangaroos,Adelaide,Bellerive Oval,9.1,0.0,16.4,82,,12400.0,175.0,135.0,20000.0
2014-08-23,Greater Western Sydney,Collingwood,Sydney Showground,13.3,3.9,12.2,91,,14880.0,164.0,128.0,24000.0
2014-08-23,Essendon,Gold Coast,Docklands,11.9,0.0,20.7,73,,32860.0,159.5,128.8,53000.0
2014-08-23,Hawthorn,Geelong,M.C.G.,11.9,0.0,20.7,74,,62014.88,160.0,141.0,100024.0
2014-08-23,West Coast,Melbourne,Subiaco,13.9,0.0,12.4,75,,26660.0,175.0,122.0,43000.0
2014-08-24,Western Bulldogs,Sydney,Docklands,11.9,5.6,17.8,74,,32860.0,159.5,128.8,53000.0
2014-08-24,Brisbane Lions,Fremantle,Gabba,15.4,1.4,18.5,85,,26040.0,156.0,138.0,42000.0
2014-08-24,Richmond,St Kilda,M.C.G.,12.0,5.6,17.8,75,,62014.88,160.0,141.0,100024.0
2014-08-29,Collingwood,Hawthorn,M.C.G.,10.1,0.0,11.1,89,,62014.88,160.0,141.0,100024.0
2014-08-30,Carlton,Essendon,M.C.G.,12.8,0.0,11.9,79,,62014.88,160.0,141.0,100024.0
2014-08-30,Fremantle,Port Adelaide,Subiaco,15.9,2.7,17.9,80,,26660.0,175.0,122.0,43000.0
2014-08-30,Geelong,Brisbane Lions,Kardinia Park,12.1,0.0,10.2,87,,24800.0,170.0,115.0,40000.0
2014-08-30,Kangaroos,Melbourne,Docklands,12.8,0.0,11.9,79,,32860.0,159.5,128.8,53000.0
2014-08-30,Sydney,Richmond,Stadium Australia,14.3,0.0,22.1,74,,51770.0,170.0,145.0,83500.0
2014-08-31,Adelaide,St Kilda,Adelaide Oval,16.6,0.0,25.9,50,,33170.0,167.0,123.0,53500.0
2014-08-31,Western Bulldogs,Greater Western Sydney,Docklands,14.4,0.0,25.2,67,,32860.0,159.5,128.8,53000.0
2014-08-31,Gold Coast,West Coast,Carrara,17.6,0.0,10.5,76,,16740.0,159.0,134.0,27000.0
2014-09-05,Hawthorn,Geelong,M.C.G.,9.7,0.0,12.1,87,,62014.88,160.0,141.0,100024.0
2014-09-06,Kangaroos,Essendon,M.C.G.,10.9,0.0,8.8,83,,62014.88,160.0,141.0,100024.0
2014-09-06,Sydney,Fremantle,Stadium Australia,13.6,4.9,17.4,79,,51770.0,170.0,145.0,83500.0
2014-09-07,Port Adelaide,Richmond,Adelaide Oval,15.7,0.0,32.0,48,,33170.0,167.0,123.0,53500.0
2014-09-12,Geelong,Kangaroos,M.C.G.,10.3,0.0,9.8,71,,62014.88,160.0,141.0,100024.0
2014-09-13,Fremantle,Port Adelaide,Subiaco,15.1,0.0,15.5,76,,26660.0,175.0,122.0,43000.0
2014-09-19,Sydney,Kangaroos,Stadium Australia,13.1,0.0,10.2,61,,51770.0,170.0,145.0,83500.0
2014-09-20,Hawthorn,Port Adelaide,M.C.G.,11.1,0.8,18.0,81,,62014.88,160.0,141.0,100024.0
2014-09-27,Sydney,Hawthorn,M.C.G.,15.6,0.2,26.8,70,,62014.88,160.0,141.0,100024.0
2015-04-02,Carlton,Richmond,M.C.G.,15.3,1.4,28.1,61,,62014.88,160.0,141.0,100024.0
2015-04-04,Brisbane Lions,Collingwood,Gabba,22.7,7.9,9.8,91,,26040.0,156.0,138.0,42000.0
2015-04-04,Sydney,Essendon,Stadium Australia,17.7,47.2,18.9,90,,51770.0,170.0,145.0,83500.0
2015-04-04,Western Bulldogs,West Coast,Docklands,15.2,0.0,10.0,74,,32860.0,159.5,128.8,53000.0
2015-04-04,Melbourne,Gold Coast,M.C.G.,15.2,0.0,10.0,74,,62014.88,160.0,141.0,100024.0
2015-04-05,Adelaide,Kangaroos,Adelaide Oval,15.8,0.1,21.5,68,,33170.0,167.0,123.0,53500.0
2015-04-05,Fremantle,Port Adelaide,Subiaco,23.1,0.0,32.6,52,,26660.0,175.0,122.0,43000.0
2015-04-05,St Kilda,Greater Western Sydney,Docklands,14.4,0.0,17.0,75,,32860.0,159.5,128.8,53000.0
2015-04-06,Hawthorn,Geelong,M.C.G.,14.0,0.1,11.6,64,,62014.88,160.0,141.0,100024.0
2015-04-10,West Coast,Carlton,Subiaco,21.2,4.6,38.3,87,,26660.0,175.0,122.0,43000.0
2015-04-11,Collingwood,Adelaide,Docklands,15.0,0.0,18.0,79,,32860.0,159.5,128.8,53000.0
2015-04-11,Richmond,Western Bulldogs,M.C.G.,15.1,0.0,18.0,80,,62014.88,160.0,141.0,100024.0
2015-04-11,Greater Western Sydney,Melbourne,Manuka Oval,13.5,0.0,11.6,79,,9300.0,170.0,130.0,15000.0
2015-04-11,Port Adelaide,Sydney,Adelaide Oval,16.7,0.0,11.9,67,,33170.0,167.0,123.0,53500.0
2015-04-11,Gold Coast,St Kilda,Carrara,20.4,0.6,17.8,78,,16740.0,159.0,134.0,27000.0
2015-04-12,Essendon,Hawthorn,M.C.G.,13.8,0.0,18.3,73,,62014.88,160.0,141.0,100024.0
2015-04-12,Geelong,Fremantle,Kardinia Park,14.0,0.0,19.3,69,,24800.0,170.0,115.0,40000.0
2015-04-12,Kangaroos,Brisbane Lions,Docklands,13.8,0.0,18.3,72,,32860.0,159.5,128.8,53000.0
2015-04-17,Collingwood,St Kilda,M.C.G.,13.7,2.1,7.1,75,,62014.88,160.0,141.0,100024.0
2015-04-18,Adelaide,Melbourne,Adelaide Oval,15.0,3.1,29.2,80,,33170.0,167.0,123.0,53500.0
2015-04-18,Carlton,Essendon,M.C.G.,15.8,11.6,20.1,77,,62014.88,160.0,141.0,100024.0
2015-04-18,Kangaroos,Port Adelaide,Docklands,15.8,11.6,20.1,76,,32860.0,159.5,128.8,53000.0
2015-04-18,Brisbane Lions,Richmond,Gabba,22.3,0.2,13.0,75,,26040.0,156.0,138.0,42000.0
2015-04-18,Sydney,Greater Western Sydney,S.C.G.,21.9,0.6,15.9,79,,29760.0,155.0,136.0,48000.0
2015-04-19,Hawthorn,Western Bulldogs,York Park,9.0,0.0,19.8,66,,13020.0,175.0,145.0,21000.0
2015-04-19,West Coast,Fremantle,Subiaco,19.6,0.0,26.2,55,,26660.0,175.0,122.0,43000.0
2015-04-19,Geelong,Gold Coast,Kardinia Park,11.6,3.1,24.9,69,,24800.0,170.0,115.0,40000.0
2015-04-24,Richmond,Melbourne,M.C.G.,15.3,1.6,13.4,81,,62014.88,160.0,141.0,100024.0
2015-04-25,St Kilda,Carlton,Wellington,15.0,0.0,27.4,79,,21390.0,165.0,135.0,34500.0
2015-04-25,Essendon,Collingwood,M.C.G.,12.6,5.3,23.7,88,,62014.88,160.0,141.0,100024.0
2015-04-25,Fremantle,Sydney,Subiaco,16.7,0.0,25.6,50,,26660.0,175.0,122.0,43000.0
2015-04-25,Port Adelaide,Hawthorn,Adelaide Oval,12.7,6.6,29.0,79,,33170.0,167.0,123.0,53500.0
2015-04-25,Greater Western Sydney,Gold Coast,Manuka Oval,10.3,3.0,11.5,88,,9300.0,170.0,130.0,15000.0
2015-04-26,Western Bulldogs,Adelaide,Docklands,12.3,1.2,23.9,72,,32860.0,159.5,128.8,53000.0
2015-04-26,Geelong,Kangaroos,Kardinia Park,12.8,0.0,24.7,67,,24800.0,170.0,115.0,40000.0
2015-04-26,Brisbane Lions,West Coast,Gabba,18.1,0.0,26.4,47,,26040.0,156.0,138.0,42000.0
2015-05-01,Carlton,Collingwood,M.C.G.,13.1,0.0,11.4,73,,62014.88,160.0,141.0,100024.0
2015-05-02,Sydney,Western Bulldogs,S.C.G.,18.5,13.0,15.0,90,,29760.0,155.0,136.0,48000.0
2015-05-02,Richmond,Geelong,M.C.G.,16.3,0.0,24.3,66,,62014.88,160.0,141.0,100024.0
2015-05-02,Kangaroos,Hawthorn,Docklands,16.3,0.0,24.3,65,,32860.0,159.5,128.8,53000.0
2015-05-02,West Coast,Greater Western Sydney,Subiaco,16.0,0.0,20.6,57,,26660.0,175.0,122.0,43000.0
2015-05-02,Gold Coast,Brisbane Lions,Carrara,20.5,30.3,20.4,80,,16740.0,159.0,134.0,27000.0
2015-05-03,Adelaide,Port Adelaide,Adelaide Oval,14.4,0.0,19.7,79,,33170.0,167.0,123.0,53500.0
2015-05-03,St Kilda,Essendon,Docklands,12.9,0.0,10.2,78,,32860.0,159.5,128.8,53000.0
2015-05-03,Melbourne,Fremantle,M.C.G.,12.9,0.0,10.2,79,,62014.88,160.0,141.0,100024.0
2015-05-08,Collingwood,Geelong,M.C.G.,12.9,0.0,22.9,68,,62014.88,160.0,141.0,100024.0
2015-05-09,Gold Coast,Adelaide,Carrara,18.1,0.0,12.5,65,,16740.0,159.0,134.0,27000.0
2015-05-09,Fremantle,Essendon,Subiaco,16.1,0.0,16.1,77,,26660.0,175.0,122.0,43000.0
2015-05-09,Western Bulldogs,St Kilda,Docklands,14.5,0.0,27.2,68,,32860.0,159.5,128.8,53000.0
2015-05-09,Greater Western Sydney,Hawthorn,Sydney Showground,14.0,0.0,13.0,63,,14880.0,164.0,128.0,24000.0
2015-05-09,Melbourne,Sydney,M.C.G.,14.5,0.0,27.2,69,,62014.88,160.0,141.0,100024.0
2015-05-09,Kangaroos,Richmond,Bellerive Oval,11.2,1.7,23.8,70,,12400.0,175.0,135.0,20000.0
2015-05-10,Carlton,Brisbane Lions,Docklands,13.2,10.4,28.3,76,,32860.0,159.5,128.8,53000.0
2015-05-10,Port Adelaide,West Coast,Adelaide Oval,15.0,8.1,38.5,86,,33170.0,167.0,123.0,53500.0
2015-05-15,Essendon,Kangaroos,Docklands,12.1,0.5,17.1,81,,32860.0,159.5,128.8,53000.0
2015-05-16,Adelaide,St Kilda,Adelaide Oval,12.3,0.0,13.9,80,,33170.0,167.0,123.0,53500.0
2015-05-16,Carlton,Greater Western Sydney,Docklands,11.8,0.0,8.7,82,,32860.0,159.5,128.8,53000.0
2015-05-16,Sydney,Geelong,Stadium Australia,15.1,0.5,16.0,80,,51770.0,170.0,145.0,83500.0
2015-05-16,Hawthorn,Melbourne,M.C.G.,11.7,0.0,8.7,83,,62014.88,160.0,141.0,100024.0
2015-05-16,West Coast,Gold Coast,Subiaco,15.7,32.6,41.9,64,,26660.0,175.0,122.0,43000.0
2015-05-17,Richmond,Collingwood,M.C.G.,12.0,0.0,14.8,78,,62014.88,160.0,141.0,100024.0
2015-05-17,Western Bulldogs,Fremantle,Docklands,12.0,0.0,14.8,77,,32860.0,159.5,128.8,53000.0
2015-05-17,Brisbane Lions,Port Adelaide,Gabba,18.5,1.1,18.6,79,,26040.0,156.0,138.0,42000.0
2015-05-22,Geelong,Carlton,Docklands,11.3,0.2,20.2,81,,32860.0,159.5,128.8,53000.0
2015-05-23,Greater Western Sydney,Adelaide,Sydney Showground,14.1,0.0,17.7,72,,14880.0,164.0,128.0,24000.0
2015-05-23,Gold Coast,Collingwood,Carrara,17.6,0.0,27.6,65,,16740.0,159.0,134.0,27000.0
2015-05-23,Fremantle,Kangaroos,Subiaco,14.7,0.0,14.3,81,,26660.0,175.0,122.0,43000.0
2015-05-23,Hawthorn,Sydney,M.C.G.,10.4,0.0,11.9,74,,62014.88,160.0,141.0,100024.0
2015-05-23,St Kilda,West Coast,Docklands,10.3,0.0,11.9,73,,32860.0,159.5,128.8,53000.0
2015-05-24,Essendon,Brisbane Lions,Docklands,9.4,0.0,11.9,79,,32860.0,159.5,128.8,53000.0
2015-05-24,Melbourne,Western Bulldogs,M.C.G.,9.4,0.0,11.9,80,,62014.88,160.0,141.0,100024.0
2015-05-24,Port Adelaide,Richmond,Adelaide Oval,12.9,0.0,18.5,74,,33170.0,167.0,123.0,53500.0
2015-05-29,Sydney,Carlton,S.C.G.,16.8,0.8,9.7,76,,29760.0,155.0,136.0,48000.0
2015-05-30,Adelaide,Fremantle,Adelaide Oval,11.6,0.1,18.4,87,,33170.0,167.0,123.0,53500.0
2015-05-30,Richmond,Essendon,M.C.G.,12.2,0.0,27.0,69,,62014.88,160.0,141.0,100024.0
2015-05-30,Western Bulldogs,Greater Western Sydney,Docklands,12.2,0.0,27.0,68,,32860.0,159.5,128.8,53000.0
2015-05-30,Hawthorn,Gold Coast,York Park,10.2,1.5,32.1,81,,13020.0,175.0,145.0,21000.0
2015-05-30,Melbourne,Port Adelaide,Traeger Park,19.5,0.0,20.0,58,,6200.0,175.0,145.0,10000.0
2015-05-31,Collingwood,Kangaroos,M.C.G.,11.5,3.9,23.7,77,,62014.88,160.0,141.0,100024.0
2015-05-31,West Coast,Geelong,Subiaco,13.8,0.0,11.2,72,,26660.0,175.0,122.0,43000.0
2015-05-31,Brisbane Lions,St Kilda,Gabba,20.2,0.0,11.0,80,,26040.0,156.0,138.0,42000.0
2015-06-05,Fremantle,Richmond,Subiaco,16.2,0.0,9.7,86,,26660.0,175.0,122.0,43000.0
2015-06-06,Carlton,Adelaide,M.C.G.,11.7,0.0,19.1,82,,62014.88,160.0,141.0,100024.0
2015-06-06,Essendon,Geelong,Docklands,11.8,0.0,19.1,81,,32860.0,159.5,128.8,53000.0
2015-06-06,Port Adelaide,Western Bulldogs,Adelaide Oval,12.7,0.0,16.0,81,,33170.0,167.0,123.0,53500.0
2015-06-06,Gold Coast,Sydney,Carrara,15.6,0.0,26.5,74,,16740.0,159.0,134.0,27000.0
2015-06-07,St Kilda,Hawthorn,Docklands,12.1,0.0,34.2,74,,32860.0,159.5,128.8,53000.0
2015-06-07,Kangaroos,West Coast,Bellerive Oval,13.8,2.9,30.6,73,,12400.0,175.0,135.0,20000.0
2015-06-07,Greater Western Sydney,Brisbane Lions,Sydney Showground,12.9,0.0,11.1,80,,14880.0,164.0,128.0,24000.0
2015-06-08,Melbourne,Collingwood,M.C.G.,13.1,0.0,32.8,69,,62014.88,160.0,141.0,100024.0
2015-06-12,Port Adelaide,Geelong,Adelaide Oval,11.6,0.0,14.8,76,,33170.0,167.0,123.0,53500.0
2015-06-13,West Coast,Essendon,Subiaco,14.1,0.0,21.0,71,,26660.0,175.0,122.0,43000.0
2015-06-13,Gold Coast,Fremantle,Carrara,18.0,0.3,17.8,77,,16740.0,159.0,134.0,27000.0
2015-06-13,Kangaroos,Sydney,Docklands,9.8,0.0,13.5,79,,32860.0,159.5,128.8,53000.0
2015-06-14,Collingwood,Greater Western Sydney,M.C.G.,10.1,0.0,8.3,81,,62014.88,160.0,141.0,100024.0
2015-06-14,St Kilda,Melbourne,Docklands,10.1,0.0,8.3,81,,32860.0,159.5,128.8,53000.0
2015-06-18,Adelaide,Hawthorn,Adelaide Oval,11.8,0.4,20.0,83,,33170.0,167.0,123.0,53500.0
2015-06-19,Richmond,West Coast,M.C.G.,8.3,1.1,15.5,82,,62014.88,160.0,141.0,100024.0
2015-06-20,Carlton,Port Adelaide,M.C.G.,8.8,0.0,8.0,81,,62014.88,160.0,141.0,100024.0
2015-06-20,Western Bulldogs,Brisbane Lions,Docklands,8.4,0.0,8.0,83,,32860.0,159.5,128.8,53000.0
2015-06-20,Greater Western Sydney,Kangaroos,Sydney Showground,11.4,0.0,13.7,72,,14880.0,164.0,128.0,24000.0
2015-06-21,Geelong,Melbourne,Kardinia Park,8.2,0.0,15.5,85,,24800.0,170.0,115.0,40000.0
2015-06-25,Fremantle,Collingwood,Subiaco,13.0,0.0,19.0,75,,26660.0,175.0,122.0,43000.0
2015-06-26,Sydney,Richmond,S.C.G.,14.7,0.2,13.7,68,,29760.0,155.0,136.0,48000.0
2015-06-27,Brisbane Lions,Adelaide,Gabba,16.6,0.0,17.4,83,,26040.0,156.0,138.0,42000.0
2015-06-27,Hawthorn,Essendon,M.C.G.,10.7,0.0,13.8,75,,62014.88,160.0,141.0,100024.0
2015-06-27,St Kilda,Western Bulldogs,Docklands,10.8,0.0,13.8,73,,32860.0,159.5,128.8,53000.0
2015-06-28,Carlton,Gold Coast,Docklands,10.9,0.0,10.8,78,,32860.0,159.5,128.8,53000.0
2015-07-02,Sydney,Port Adelaide,S.C.G.,10.8,0.0,23.1,64,,29760.0,155.0,136.0,48000.0
2015-07-03,Collingwood,Hawthorn,M.C.G.,8.2,0.0,10.9,71,,62014.88,160.0,141.0,100024.0
2015-07-04,Western Bulldogs,Carlton,Docklands,9.2,0.7,17.7,69,,32860.0,159.5,128.8,53000.0
2015-07-04,Melbourne,West Coast,Marrara Oval,24.9,0.0,14.9,40,,8680.0,177.0,145.0,14000.0
2015-07-04,Gold Coast,Kangaroos,Carrara,15.9,0.0,14.2,75,,16740.0,159.0,134.0,27000.0
2015-07-04,Richmond,Greater Western Sydney,M.C.G.,8.8,0.7,17.7,70,,62014.88,160.0,141.0,100024.0
2015-07-05,Essendon,St Kilda,Docklands,10.2,0.0,21.3,68,,32860.0,159.5,128.8,53000.0
2015-07-05,Fremantle,Brisbane Lions,Subiaco,15.0,0.2,13.9,87,,26660.0,175.0,122.0,43000.0
2015-07-09,Port Adelaide,Collingwood,Adelaide Oval,12.9,0.7,20.4,61,,33170.0,167.0,123.0,53500.0
2015-07-10,Richmond,Carlton,M.C.G.,10.3,0.0,30.3,74,,62014.88,160.0,141.0,100024.0
2015-07-11,West Coast,Adelaide,Subiaco,11.3,0.0,15.8,71,,26660.0,175.0,122.0,43000.0
2015-07-11,Essendon,Melbourne,M.C.G.,9.5,6.9,28.2,81,,62014.88,160.0,141.0,100024.0
2015-07-11,Western Bulldogs,Gold Coast,Cazaly's Stadium,21.7,0.2,9.5,86,,8060.0,164.0,137.0,13000.0
2015-07-11,Kangaroos,Geelong,Docklands,9.3,6.9,28.2,80,,32860.0,159.5,128.8,53000.0
2015-07-12,Hawthorn,Fremantle,York Park,9.2,0.0,21.3,90,,13020.0,175.0,145.0,21000.0
2015-07-12,Greater Western Sydney,St Kilda,Sydney Showground,10.1,0.3,27.3,68,,14880.0,164.0,128.0,24000.0
2015-07-12,Brisbane Lions,Sydney,Gabba,13.4,0.4,23.0,57,,26040.0,156.0,138.0,42000.0
2015-07-17,Kangaroos,Essendon,Docklands,8.7,2.9,23.1,80,,32860.0,159.5,128.8,53000.0
2015-07-18,Fremantle,Carlton,Subiaco,15.5,2.9,10.3,87,,26660.0,175.0,122.0,43000.0
2015-07-18,Collingwood,West Coast,Docklands,7.6,0.0,14.8,73,,32860.0,159.5,128.8,53000.0
2015-07-18,Geelong,Western Bulldogs,Kardinia Park,8.7,0.0,19.1,65,,24800.0,170.0,115.0,40000.0
2015-07-18,Sydney,Hawthorn,Stadium Australia,10.1,0.0,18.2,69,,51770.0,170.0,145.0,83500.0
2015-07-18,Gold Coast,Greater Western Sydney,Carrara,12.7,0.0,14.0,63,,16740.0,159.0,134.0,27000.0
2015-07-19,Port Adelaide,Adelaide,Adelaide Oval,7.3,0.0,14.0,69,,33170.0,167.0,123.0,53500.0
2015-07-19,Melbourne,Brisbane Lions,M.C.G.,6.2,0.0,7.5,82,,62014.88,160.0,141.0,100024.0
2015-07-19,St Kilda,Richmond,Docklands,6.2,0.0,7.5,80,,32860.0,159.5,128.8,53000.0
2015-07-24,Carlton,Hawthorn,Docklands,10.4,4.7,24.5,83,,32860.0,159.5,128.8,53000.0
2015-07-25,Adelaide,Gold Coast,Adelaide Oval,11.4,6.7,37.9,85,,33170.0,167.0,123.0,53500.0
2015-07-25,Essendon,Port Adelaide,Docklands,10.1,0.7,35.8,68,,32860.0,159.5,128.8,53000.0
2015-07-25,Richmond,Fremantle,M.C.G.,10.1,0.7,35.8,70,,62014.88,160.0,141.0,100024.0
2015-07-25,Greater Western Sydney,Geelong,Manuka Oval,7.1,0.0,30.9,86,,9300.0,170.0,130.0,15000.0
2015-07-25,Brisbane Lions,Kangaroos,Gabba,18.7,3.1,9.6,79,,26040.0,156.0,138.0,42000.0
2015-07-26,Western Bulldogs,Collingwood,Docklands,8.6,1.8,34.0,67,,32860.0,159.5,128.8,53000.0
2015-07-26,Melbourne,St Kilda,M.C.G.,8.7,1.8,34.0,67,,62014.88,160.0,141.0,100024.0
2015-07-26,West Coast,Sydney,Subiaco,12.7,0.0,15.5,74,,26660.0,175.0,122.0,43000.0
2015-07-31,Hawthorn,Richmond,M.C.G.,8.2,0.3,29.2,75,,62014.88,160.0,141.0,100024.0
2015-08-01,Sydney,Adelaide,S.C.G.,14.0,0.0,15.8,63,,29760.0,155.0,136.0,48000.0
2015-08-01,Carlton,Kangaroos,Docklands,9.6,4.9,34.6,71,,32860.0,159.5,128.8,53000.0
2015-08-01,Collingwood,Melbourne,M.C.G.,9.5,4.9,34.6,72,,62014.88,160.0,141.0,100024.0
2015-08-01,Geelong,Brisbane Lions,Kardinia Park,10.1,2.1,30.3,67,,24800.0,170.0,115.0,40000.0
2015-08-01,Gold Coast,West Coast,Carrara,17.2,0.0,12.0,81,,16740.0,159.0,134.0,27000.0
2015-08-02,Essendon,Western Bulldogs,Docklands,9.1,4.1,26.6,70,,32860.0,159.5,128.8,53000.0
2015-08-02,Fremantle,Greater Western Sydney,Subiaco,11.2,0.0,16.4,69,,26660.0,175.0,122.0,43000.0
2015-08-02,Port Adelaide,St Kilda,Adelaide Oval,9.9,1.3,28.3,82,,33170.0,167.0,123.0,53500.0
2015-08-07,Adelaide,Richmond,Adelaide Oval,9.8,0.0,7.4,88,,33170.0,167.0,123.0,53500.0
2015-08-08,Collingwood,Carlton,M.C.G.,9.7,0.0,5.5,84,,62014.88,160.0,141.0,100024.0
2015-08-08,Western Bulldogs,Port Adelaide,Docklands,9.6,0.0,5.5,84,,32860.0,159.5,128.8,53000.0
2015-08-08,Geelong,Sydney,Kardinia Park,9.8,0.0,7.4,86,,24800.0,170.0,115.0,40000.0
2015-08-08,West Coast,Hawthorn,Subiaco,11.6,11.6,37.8,80,,26660.0,175.0,122.0,43000.0
2015-08-08,Brisbane Lions,Gold Coast,Gabba,13.1,0.0,10.2,70,,26040.0,156.0,138.0,42000.0
2015-08-09,Greater Western Sydney,Essendon,Sydney Showground,11.3,0.0,12.0,78,,14880.0,164.0,128.0,24000.0
2015-08-09,St Kilda,Fremantle,Docklands,9.3,0.0,18.8,76,,32860.0,159.5,128.8,53000.0
2015-08-09,Melbourne,Kangaroos,M.C.G.,9.4,0.0,18.8,77,,62014.88,160.0,141.0,100024.0
